 episode               m      robot_x      robot_y      goal_x       goal_y      g      f    t_h    t_m    t_s     ep
     778     100000    3.436e-01    1.570e+00    5.000e-01    1.800e+00   1   0          9   28   21    9.583e-01
     778     100000   -2.370e-01   -1.031e+00    0.000e+00   -1.000e+00   1   0          9   28   31    9.583e-01
     778     100000    1.702e+00   -3.173e-01    1.900e+00   -5.000e-01   1   0          9   29   07    9.583e-01
     778     100000   -6.576e-01    2.651e-01   -5.000e-01    5.000e-01   1   0          9   29   19    9.583e-01
     779     100000    1.361e+00    7.034e-01    2.000e+00    1.500e+00   0   1          9   30   24    9.583e-01
     780     100000   -8.703e-01    7.820e-01   -1.000e+00    1.000e+00   1   0          9   30   40    9.583e-01
     780     100000   -1.064e+00   -8.398e-01   -1.300e+00   -9.000e-01   1   0          9   30   43    9.583e-01
     780     100000    5.684e-02    1.305e+00    2.000e-01    1.500e+00   1   0          9   31   03    9.583e-01
     780     100000    1.237e+00    3.828e-01    2.000e+00    1.500e+00   0   1          9   31   35    9.583e-01
     781     100000    6.511e-01   -1.646e+00    7.000e-01   -1.900e+00   1   0          9   31   54    9.583e-01
     781     100000    3.433e-01    1.577e+00    5.000e-01    1.800e+00   1   0          9   32   20    9.583e-01
     781     100000    7.303e-01   -1.636e+00    7.000e-01   -1.900e+00   1   0          9   32   41    9.583e-01
     781     100000    1.843e+00    1.307e+00    2.000e+00    1.500e+00   1   0          9   33   19    9.583e-01
     781     100000    4.063e-01    8.230e-01    6.000e-01    0.000e+00   0   1          9   33   42    9.583e-01
     782     100000   -2.424e-01   -8.605e-01    0.000e+00   -1.000e+00   1   0          9   33   54    9.583e-01
     782     100000    1.745e+00   -3.045e-01    1.900e+00   -5.000e-01   1   0          9   34   22    9.583e-01
     782     100000    1.750e+00    1.438e+00    2.000e+00    1.500e+00   1   0          9   34   58    9.583e-01
     782     100000    6.340e-01   -1.638e+00    7.000e-01   -1.900e+00   1   0          9   35   18    9.583e-01
     782     100000   -2.650e-01   -9.588e-01    0.000e+00   -1.000e+00   1   0          9   35   28    9.583e-01
     782     100000   -6.504e-01    3.112e-01   -5.000e-01    5.000e-01   1   0          9   35   40    9.583e-01
     782     100000   -1.390e+00   -5.678e-01    6.000e-01    0.000e+00   0   1          9   35   47    9.583e-01
     783     100000   -8.824e-01    7.518e-01   -1.000e+00    1.000e+00   1   0          9   36   04    9.583e-01
     783     100000    6.001e-02    1.305e+00    2.000e-01    1.500e+00   1   0          9   36   25    9.583e-01
     783     100000    6.100e-01   -1.655e+00    7.000e-01   -1.900e+00   1   0          9   36   46    9.583e-01
     783     100000    1.675e+00   -4.166e-01    1.900e+00   -5.000e-01   1   0          9   37   21    9.583e-01
     783     100000   -1.040e+00   -9.159e-01   -1.300e+00   -9.000e-01   1   0          9   37   24    9.583e-01
     783     100000    1.236e+00    4.059e-01    2.000e+00    1.500e+00   0   1          9   37   57    9.583e-01
     784     100000   -9.438e-02    1.357e+00   -1.000e-01    1.600e+00   1   0          9   38   17    9.583e-01
     784     100000    3.125e-01    1.614e+00    5.000e-01    1.800e+00   1   0          9   38   41    9.583e-01
     784     100000   -1.055e+00   -8.808e-01   -1.300e+00   -9.000e-01   1   0          9   38   44    9.583e-01
     784     100000    3.001e-01    1.630e+00    5.000e-01    1.800e+00   1   0          9   39   07    9.583e-01
     784     100000    1.639e+00   -4.724e-01    1.900e+00   -5.000e-01   1   0          9   39   37    9.583e-01
     784     100000   -8.872e-01    7.659e-01   -1.000e+00    1.000e+00   1   0          9   39   53    9.583e-01
     784     100000    6.408e-01   -1.648e+00    7.000e-01   -1.900e+00   1   0          9   40   11    9.583e-01
     784     100000    1.255e+00    3.423e-01    2.000e+00    1.500e+00   0   1          9   40   46    9.583e-01
     785     100000    5.194e-02    1.294e+00    2.000e-01    1.500e+00   1   0          9   41   07    9.583e-01
     785     100000   -1.784e+00   -8.102e-01   -2.000e+00   -8.000e-01   1   0          9   41   16    9.583e-01
     785     100000   -9.258e-01   -1.758e+00   -1.000e+00   -2.000e+00   1   0          9   41   25    9.583e-01
     785     100000   -1.048e+00   -8.156e-01   -1.300e+00   -9.000e-01   1   0          9   41   28    9.583e-01
     785     100000    1.712e+00   -3.366e-01    1.900e+00   -5.000e-01   1   0          9   42   03    9.583e-01
     785     100000   -1.079e+00   -8.740e-01   -1.300e+00   -9.000e-01   1   0          9   42   06    9.583e-01
     785     100000   -6.240e-01    2.592e-01   -5.000e-01    5.000e-01   1   0          9   42   17    9.583e-01
     785     100000   -1.682e+00    1.275e+00   -1.900e+00    1.100e+00   1   0          9   42   40    9.583e-01
     785     100000    4.399e-02    1.308e+00    2.000e-01    1.500e+00   1   0          9   43   00    9.583e-01
     785     100000   -1.665e+00    1.255e+00   -1.900e+00    1.100e+00   1   0          9   43   22    9.583e-01
     786     100000    3.250e-01    1.598e+00    5.000e-01    1.800e+00   1   0          9   44   06    9.583e-01
     786     100000    4.219e-01   -1.290e+00    5.000e-01   -1.500e+00   1   0          9   44   21    9.583e-01
     786     100000   -2.050e-01   -1.009e+00    0.000e+00   -1.000e+00   1   0          9   44   32    9.583e-01
     786     100000   -9.124e-01    7.277e-01   -1.000e+00    1.000e+00   1   0          9   44   45    9.583e-01
     786     100000    5.924e-02    1.268e+00    2.000e-01    1.500e+00   1   0          9   45   06    9.583e-01
     786     100000   -1.708e+00    9.402e-01   -1.900e+00    1.100e+00   1   0          9   45   26    9.583e-01
     786     100000   -8.705e-01    7.754e-01   -1.000e+00    1.000e+00   1   0          9   45   42    9.583e-01
     786     100000    2.278e-01   -4.385e-01    6.000e-01    0.000e+00   0   1          9   45   59    9.583e-01
     787     100000    4.122e-01   -1.262e+00    5.000e-01   -1.500e+00   1   0          9   46   17    9.583e-01
     787     100000    6.005e-01   -1.698e+00    7.000e-01   -1.900e+00   1   0          9   46   36    9.583e-01
     787     100000    1.780e+00    1.356e+00    2.000e+00    1.500e+00   1   0          9   47   11    9.583e-01
     787     100000    5.530e-01   -1.694e+00    7.000e-01   -1.900e+00   1   0          9   47   30    9.583e-01
     787     100000    3.464e-01    1.628e+00    5.000e-01    1.800e+00   1   0          9   47   54    9.583e-01
     787     100000    1.746e+00    1.374e+00    2.000e+00    1.500e+00   1   0          9   48   28    9.583e-01
     787     100000   -1.797e-01   -8.561e-01    0.000e+00   -1.000e+00   1   0          9   48   39    9.583e-01
     787     100000    4.616e-01   -1.208e+00    5.000e-01   -1.500e+00   1   0          9   48   55    9.583e-01
     787     100000   -6.601e-01    3.128e-01   -5.000e-01    5.000e-01   1   0          9   49   07    9.583e-01
     787     100000   -1.751e+00   -8.676e-01   -2.000e+00   -8.000e-01   1   0          9   49   15    9.583e-01
     788     100000    4.520e-02    1.302e+00    2.000e-01    1.500e+00   1   0          9   49   36    9.583e-01
     788     100000   -9.480e-02    1.319e+00   -1.000e-01    1.600e+00   1   0          9   49   55    9.583e-01
     788     100000   -1.748e+00   -8.325e-01   -2.000e+00   -8.000e-01   1   0          9   50   04    9.583e-01
     788     100000   -9.113e-01    7.527e-01   -1.000e+00    1.000e+00   1   0          9   50   18    9.583e-01
     788     100000    4.878e-02    8.322e-01    2.000e+00    1.500e+00   0   1          9   50   36    9.583e-01
     789     100000   -6.850e-01    3.396e-01   -5.000e-01    5.000e-01   1   0          9   50   48    9.583e-01
     789     100000   -1.057e+00   -8.357e-01   -1.300e+00   -9.000e-01   1   0          9   50   51    9.583e-01
     789     100000    4.301e-01   -1.224e+00    5.000e-01   -1.500e+00   1   0          9   51   08    9.583e-01
     789     100000   -8.464e-01    7.783e-01   -1.000e+00    1.000e+00   1   0          9   51   23    9.583e-01
     789     100000    3.322e-01    1.586e+00    5.000e-01    1.800e+00   1   0          9   51   45    9.583e-01
     789     100000   -1.057e+00   -8.298e-01   -1.300e+00   -9.000e-01   1   0          9   51   48    9.583e-01
     789     100000   -5.779e-01    2.738e-01   -5.000e-01    5.000e-01   1   0          9   52   00    9.583e-01
     789     100000   -1.759e+00   -8.005e-01   -2.000e+00   -8.000e-01   1   0          9   52   08    9.583e-01
     789     100000   -6.194e-01    2.885e-01   -5.000e-01    5.000e-01   1   0          9   52   19    9.583e-01
     789     100000    2.445e-01   -4.622e-01    6.000e-01    0.000e+00   0   1          9   52   40    9.583e-01
     790     100000    6.982e-02    1.296e+00    2.000e-01    1.500e+00   1   0          9   53   00    9.583e-01
     790     100000    1.813e+00    1.359e+00    2.000e+00    1.500e+00   1   0          9   53   54    9.583e-01
     790     100000   -9.429e-01    7.712e-01   -1.000e+00    1.000e+00   1   0          9   54   09    9.583e-01
     790     100000    1.646e+00   -1.576e+00    1.800e+00   -1.800e+00   1   0          9   54   38    9.583e-01
     790     100000    3.478e-01   -1.276e+00    5.000e-01   -1.500e+00   1   0          9   54   54    9.583e-01
     790     100000   -6.882e-02    1.331e+00   -1.000e-01    1.600e+00   1   0          9   55   13    9.583e-01
     790     100000   -1.037e+00   -8.747e-01   -1.300e+00   -9.000e-01   1   0          9   55   17    9.583e-01
     791     100000    1.069e+00   -3.597e-01    1.900e+00   -5.000e-01   0   1          9   56   06    9.583e-01
     792     100000   -1.053e+00   -8.495e-01   -1.300e+00   -9.000e-01   1   0          9   56   10    9.583e-01
     792     100000    3.700e-01    1.580e+00    5.000e-01    1.800e+00   1   0          9   56   35    9.583e-01
     792     100000    7.946e-01    1.959e-01    6.000e-01    0.000e+00   1   0          9   57   04    9.583e-01
     792     100000   -1.717e+00   -8.498e-01   -2.000e+00   -8.000e-01   1   0          9   57   12    9.583e-01
     792     100000    6.126e-01   -1.629e+00    7.000e-01   -1.900e+00   1   0          9   57   32    9.583e-01
     792     100000   -1.352e-01    1.353e+00   -1.000e-01    1.600e+00   1   0          9   57   54    9.583e-01
     792     100000   -9.409e-01   -1.782e+00   -1.000e+00   -2.000e+00   1   0          9   58   04    9.583e-01
     792     100000    1.544e+00   -1.861e+00    1.800e+00   -1.800e+00   1   0          9   58   30    9.583e-01
     792     100000    4.150e-01    8.191e-01    6.000e-01    0.000e+00   0   1          9   58   55    9.583e-01
     793     100000   -6.599e-01    3.543e-01   -5.000e-01    5.000e-01   1   0          9   59   06    9.583e-01
     793     100000   -1.725e+00   -7.379e-01   -2.000e+00   -8.000e-01   1   0          9   59   14    9.583e-01
     793     100000    8.549e-01    1.127e-01    6.000e-01    0.000e+00   1   0          9   59   44    9.583e-01
     793     100000    1.767e+00    1.376e+00    2.000e+00    1.500e+00   1   0         10   00   38    9.583e-01
     793     100000    1.837e-03    1.330e+00    2.000e-01    1.500e+00   1   0         10   00   58    9.583e-01
     793     100000   -2.881e-02    1.334e+00   -1.000e-01    1.600e+00   1   0         10   01   19    9.583e-01
     793     100000    1.557e+00   -1.861e+00    1.800e+00   -1.800e+00   1   0         10   01   45    9.583e-01
     794     100000    1.672e+00   -3.333e-01    1.900e+00   -5.000e-01   1   0         10   02   19    9.583e-01
     794     100000    1.531e+00   -1.855e+00    1.800e+00   -1.800e+00   1   0         10   02   45    9.583e-01
     794     100000   -2.156e-01   -8.420e-01    0.000e+00   -1.000e+00   1   0         10   02   56    9.583e-01
     794     100000    1.454e+00    1.276e+00    2.000e+00    1.500e+00   0   1         10   03   27    9.583e-01
     795     100000   -6.445e-01    2.665e-01   -5.000e-01    5.000e-01   1   0         10   03   39    9.583e-01
     795     100000   -1.973e-01   -8.088e-01    0.000e+00   -1.000e+00   1   0         10   03   50    9.583e-01
     795     100000    3.193e-01    1.595e+00    5.000e-01    1.800e+00   1   0         10   04   13    9.583e-01
     795     100000    2.287e-01    8.636e-01    6.000e-01    0.000e+00   0   1         10   04   37    9.583e-01
     796     100000    3.366e-01    1.595e+00    5.000e-01    1.800e+00   1   0         10   05   01    9.583e-01
     796     100000    1.265e+00    4.247e-01    1.900e+00   -5.000e-01   0   1         10   05   28    9.583e-01
     797     100000   -2.387e-01   -9.262e-01    0.000e+00   -1.000e+00   1   0         10   05   39    9.583e-01
     797     100000   -1.078e+00   -1.788e+00   -1.000e+00   -2.000e+00   1   0         10   05   48    9.583e-01
     797     100000   -2.557e-01   -1.034e+00    0.000e+00   -1.000e+00   1   0         10   05   58    9.583e-01
     797     100000    1.531e+00   -1.747e+00    1.800e+00   -1.800e+00   1   0         10   06   25    9.583e-01
     797     100000    2.951e-01   -1.349e+00    5.000e-01   -1.500e+00   1   0         10   06   41    9.583e-01
     797     100000    8.619e-01    8.084e-02    6.000e-01    0.000e+00   1   0         10   07   13    9.583e-01
     797     100000    3.958e-01   -1.273e+00    5.000e-01   -1.500e+00   1   0         10   07   28    9.583e-01
     797     100000   -1.711e+00    9.730e-01   -1.900e+00    1.100e+00   1   0         10   07   49    9.583e-01
     797     100000   -6.946e-02    1.335e+00   -1.000e-01    1.600e+00   1   0         10   08   10    9.583e-01
     797     100000   -8.519e-01    7.966e-01   -1.000e+00    1.000e+00   1   0         10   08   26    9.583e-01
     797     100000    8.671e-01   -1.693e+00    7.000e-01   -1.900e+00   1   0         10   08   45    9.583e-01
     798     100000   -1.061e+00   -8.616e-01   -1.300e+00   -9.000e-01   1   0         10   08   50    9.583e-01
     798     100000    3.239e-01    8.570e-01    6.000e-01    0.000e+00   0   1         10   09   13    9.583e-01
     799     100000    5.673e-01   -1.721e+00    7.000e-01   -1.900e+00   1   0         10   09   32    9.583e-01
     799     100000    3.937e-01    1.578e+00    5.000e-01    1.800e+00   1   0         10   09   55    9.583e-01
     799     100000   -1.709e+00   -7.793e-01   -2.000e+00   -8.000e-01   1   0         10   10   04    9.583e-01
     799     100000    3.952e-01    1.577e+00    5.000e-01    1.800e+00   1   0         10   10   27    9.583e-01
     799     100000   -6.135e-01    3.113e-01   -5.000e-01    5.000e-01   1   0         10   10   37    9.583e-01
     799     100000    1.548e+00   -1.909e+00    1.800e+00   -1.800e+00   1   0         10   11   03    9.583e-01
     799     100000   -1.745e+00   -8.853e-01   -2.000e+00   -8.000e-01   1   0         10   11   12    9.583e-01
     799     100000   -1.067e+00   -8.811e-01   -1.300e+00   -9.000e-01   1   0         10   11   15    9.583e-01
     799     100000   -1.778e+00   -7.713e-01   -2.000e+00   -8.000e-01   1   0         10   11   24    9.583e-01
     799     100000   -6.566e-01    2.529e-01   -5.000e-01    5.000e-01   1   0         10   11   35    9.583e-01
     799     100000    1.588e+00   -1.913e+00    1.800e+00   -1.800e+00   1   0         10   12   01    9.583e-01
     800     100000    4.394e-01   -1.217e+00    5.000e-01   -1.500e+00   1   0         10   12   27    9.583e-01
     800     100000    4.461e-01   -1.164e-01    2.000e+00    1.500e+00   0   1         10   13   12    9.583e-01
     801     100000   -1.657e-01    1.314e+00   -1.000e-01    1.600e+00   1   0         10   13   32    9.583e-01
     801     100000    3.164e-01   -3.942e-01    6.000e-01    0.000e+00   0   1         10   14   12    9.583e-01
     802     100000   -1.090e+00   -8.513e-01   -1.300e+00   -9.000e-01   1   0         10   14   16    9.583e-01
     802     100000   -1.759e+00   -7.841e-01   -2.000e+00   -8.000e-01   1   0         10   14   24    9.583e-01
     802     100000   -8.663e-01    7.475e-01   -1.000e+00    1.000e+00   1   0         10   14   39    9.583e-01
     802     100000    6.437e-01   -1.616e+00    7.000e-01   -1.900e+00   1   0         10   14   58    9.583e-01
     802     100000    3.961e-01    1.543e+00    5.000e-01    1.800e+00   1   0         10   15   22    9.583e-01
     802     100000    1.249e+00   -1.667e+00    1.800e+00   -1.800e+00   0   1         10   15   46    9.583e-01
     803     100000   -1.772e+00   -7.666e-01   -2.000e+00   -8.000e-01   1   0         10   15   54    9.583e-01
     803     100000    1.748e+00    1.372e+00    2.000e+00    1.500e+00   1   0         10   16   30    9.583e-01
     803     100000    6.233e-02    1.330e+00    2.000e-01    1.500e+00   1   0         10   16   50    9.583e-01
     803     100000    1.550e+00   -1.765e+00    1.800e+00   -1.800e+00   1   0         10   17   17    9.583e-01
     803     100000    1.968e-01   -4.539e-01    6.000e-01    0.000e+00   0   1         10   17   33    9.583e-01
     804     100000    2.999e-02    1.308e+00    2.000e-01    1.500e+00   1   0         10   17   53    9.583e-01
     804     100000    6.377e-01   -1.661e+00    7.000e-01   -1.900e+00   1   0         10   18   12    9.583e-01
     804     100000    3.246e-01   -1.307e+00    5.000e-01   -1.500e+00   1   0         10   18   25    9.583e-01
     804     100000   -1.649e+00    1.077e+00   -1.900e+00    1.100e+00   1   0         10   18   46    9.583e-01
     804     100000    9.547e-02    1.311e+00    2.000e-01    1.500e+00   1   0         10   19   06    9.583e-01
     804     100000    3.808e-01   -1.260e+00    5.000e-01   -1.500e+00   1   0         10   19   21    9.583e-01
     804     100000   -1.011e+00   -1.740e+00   -1.000e+00   -2.000e+00   1   0         10   19   32    9.583e-01
     804     100000    1.379e+00    2.414e-01    1.900e+00   -5.000e-01   0   1         10   20   01    9.583e-01
     805     100000   -8.938e-01    7.473e-01   -1.000e+00    1.000e+00   1   0         10   20   16    9.583e-01
     805     100000   -2.130e-01   -8.222e-01    0.000e+00   -1.000e+00   1   0         10   20   27    9.583e-01
     805     100000   -1.117e-01    1.328e+00   -1.000e-01    1.600e+00   1   0         10   20   48    9.583e-01
     805     100000    1.711e+00   -3.782e-01    1.900e+00   -5.000e-01   1   0         10   21   21    9.583e-01
     805     100000    3.020e-02    1.279e+00    2.000e-01    1.500e+00   1   0         10   21   40    9.583e-01
     805     100000   -1.017e+00   -8.619e-01   -1.300e+00   -9.000e-01   1   0         10   21   43    9.583e-01
     805     100000   -6.542e-01    3.272e-01   -5.000e-01    5.000e-01   1   0         10   21   54    9.583e-01
     805     100000   -2.277e-01   -8.305e-01    0.000e+00   -1.000e+00   1   0         10   22   06    9.583e-01
     805     100000    3.893e-01   -1.254e+00    5.000e-01   -1.500e+00   1   0         10   22   23    9.583e-01
     805     100000   -1.740e+00    9.046e-01   -1.900e+00    1.100e+00   1   0         10   22   44    9.583e-01
     805     100000   -6.904e-01    3.392e-01   -5.000e-01    5.000e-01   1   0         10   22   56    9.583e-01
     806     100000   -1.708e+00   -7.622e-01   -2.000e+00   -8.000e-01   1   0         10   23   08    9.583e-01
     806     100000   -8.923e-01    7.784e-01   -1.000e+00    1.000e+00   1   0         10   23   23    9.583e-01
     806     100000   -7.042e-01    3.386e-01   -5.000e-01    5.000e-01   1   0         10   23   35    9.583e-01
     806     100000    1.576e+00   -1.850e+00    1.800e+00   -1.800e+00   1   0         10   24   02    9.583e-01
     806     100000    1.749e+00   -3.082e-01    1.900e+00   -5.000e-01   1   0         10   24   32    9.583e-01
     806     100000   -1.210e-01    1.337e+00   -1.000e-01    1.600e+00   1   0         10   24   52    9.583e-01
     806     100000    2.683e-01   -1.374e+00    5.000e-01   -1.500e+00   1   0         10   25   07    9.583e-01
     806     100000    3.732e-01    1.598e+00    5.000e-01    1.800e+00   1   0         10   25   29    9.583e-01
     806     100000   -2.168e-01   -8.428e-01    0.000e+00   -1.000e+00   1   0         10   25   40    9.583e-01
     807     100000   -1.683e+00    1.156e+00   -1.900e+00    1.100e+00   1   0         10   26   13    9.583e-01
     807     100000    3.768e-01   -1.279e+00    5.000e-01   -1.500e+00   1   0         10   26   30    9.583e-01
     807     100000   -1.680e+00    1.204e+00   -1.900e+00    1.100e+00   1   0         10   26   52    9.583e-01
     807     100000    5.967e-01   -2.622e-01    6.000e-01    0.000e+00   1   0         10   27   12    9.583e-01
     807     100000    1.831e+00    1.351e+00    2.000e+00    1.500e+00   1   0         10   27   47    9.583e-01
     807     100000   -6.112e-01    2.892e-01   -5.000e-01    5.000e-01   1   0         10   27   59    9.583e-01
     807     100000    1.745e-01   -4.358e-01    6.000e-01    0.000e+00   0   1         10   28   17    9.583e-01
     808     100000   -1.619e+00    1.150e+00   -1.900e+00    1.100e+00   1   0         10   28   38    9.583e-01
     808     100000    1.676e+00   -3.960e-01    1.900e+00   -5.000e-01   1   0         10   29   11    9.583e-01
     808     100000    1.805e+00    1.319e+00    2.000e+00    1.500e+00   1   0         10   29   48    9.583e-01
     808     100000   -6.000e-01    2.849e-01   -5.000e-01    5.000e-01   1   0         10   29   59    9.583e-01
     808     100000   -1.070e+00   -8.185e-01   -1.300e+00   -9.000e-01   1   0         10   30   02    9.583e-01
     808     100000   -1.672e+00    1.234e+00   -1.900e+00    1.100e+00   1   0         10   30   23    9.583e-01
     808     100000   -2.848e-01    1.392e+00   -1.000e-01    1.600e+00   1   0         10   30   46    9.583e-01
     808     100000   -1.765e+00   -8.032e-01   -2.000e+00   -8.000e-01   1   0         10   30   55    9.583e-01
     809     100000    6.643e-01   -1.670e+00    7.000e-01   -1.900e+00   1   0         10   31   29    9.583e-01
     809     100000   -6.441e-01    2.912e-01   -5.000e-01    5.000e-01   1   0         10   31   39    9.583e-01
     809     100000    2.630e-02    1.330e+00    2.000e-01    1.500e+00   1   0         10   31   59    9.583e-01
     809     100000    4.544e-01   -1.258e+00    5.000e-01   -1.500e+00   1   0         10   32   16    9.583e-01
     809     100000    6.087e-01   -1.667e+00    7.000e-01   -1.900e+00   1   0         10   32   35    9.583e-01
     809     100000   -8.524e-01    8.143e-01   -1.000e+00    1.000e+00   1   0         10   32   51    9.583e-01
     810     100000    1.769e+00    1.372e+00    2.000e+00    1.500e+00   1   0         10   34   34    9.583e-01
     810     100000    3.649e-01    1.546e+00    5.000e-01    1.800e+00   1   0         10   34   59    9.583e-01
     810     100000    1.581e+00   -1.893e+00    1.800e+00   -1.800e+00   1   0         10   35   26    9.583e-01
     810     100000    6.749e-01   -2.756e-01    6.000e-01    0.000e+00   1   0         10   35   47    9.583e-01
     810     100000    5.983e-01   -1.670e+00    7.000e-01   -1.900e+00   1   0         10   36   05    9.583e-01
     810     100000    9.733e-01   -4.041e-01    1.900e+00   -5.000e-01   0   1         10   36   28    9.583e-01
     811     100000   -1.711e+00   -8.182e-01   -2.000e+00   -8.000e-01   1   0         10   36   38    9.583e-01
     811     100000    1.006e+00   -5.328e-01    1.900e+00   -5.000e-01   0   1         10   37   02    9.583e-01
     812     100000   -1.640e+00    1.062e+00   -1.900e+00    1.100e+00   1   0         10   37   24    9.583e-01
     812     100000    4.170e-01    7.784e-01    6.000e-01    0.000e+00   0   1         10   37   50    9.583e-01
     813     100000   -1.656e+00    1.198e+00   -1.900e+00    1.100e+00   1   0         10   38   13    9.583e-01
     813     100000   -9.321e-01    7.518e-01   -1.000e+00    1.000e+00   1   0         10   38   28    9.583e-01
     813     100000    1.714e+00    1.468e+00    2.000e+00    1.500e+00   1   0         10   39   05    9.583e-01
     813     100000    4.128e-01   -1.214e+00    5.000e-01   -1.500e+00   1   0         10   39   22    9.583e-01
     813     100000    1.574e+00   -1.922e+00    1.800e+00   -1.800e+00   1   0         10   39   49    9.583e-01
     813     100000   -1.741e+00   -7.989e-01   -2.000e+00   -8.000e-01   1   0         10   39   57    9.583e-01
     813     100000    8.477e-01    8.106e-02    6.000e-01    0.000e+00   1   0         10   40   29    9.583e-01
     814     100000   -1.660e+00    1.086e+00   -1.900e+00    1.100e+00   1   0         10   41   05    9.583e-01
     814     100000    1.754e+00    1.340e+00    2.000e+00    1.500e+00   1   0         10   41   41    9.583e-01
     814     100000    4.183e-01   -1.239e+00    5.000e-01   -1.500e+00   1   0         10   41   56    9.583e-01
     814     100000    3.957e-02    1.298e+00    2.000e-01    1.500e+00   1   0         10   42   16    9.583e-01
     814     100000    2.691e-01    1.624e+00    5.000e-01    1.800e+00   1   0         10   42   38    9.583e-01
     814     100000   -3.299e-02   -7.179e-01    0.000e+00   -1.000e+00   1   0         10   42   51    9.583e-01
     814     100000   -1.045e+00   -8.600e-01   -1.300e+00   -9.000e-01   1   0         10   42   54    9.583e-01
     814     100000   -6.750e-01    3.029e-01   -5.000e-01    5.000e-01   1   0         10   43   06    9.583e-01
     814     100000   -1.035e+00   -8.302e-01   -1.300e+00   -9.000e-01   1   0         10   43   08    9.583e-01
     814     100000   -1.664e+00    1.190e+00   -1.900e+00    1.100e+00   1   0         10   43   30    9.583e-01
     815     100000   -1.007e+00   -1.759e+00   -1.000e+00   -2.000e+00   1   0         10   43   44    9.583e-01
     815     100000    3.746e-01    8.241e-01    6.000e-01    0.000e+00   0   1         10   44   07    9.583e-01
     816     100000   -8.747e-01    7.981e-01   -1.000e+00    1.000e+00   1   0         10   44   23    9.583e-01
     816     100000    3.024e-01    1.611e+00    5.000e-01    1.800e+00   1   0         10   44   46    9.583e-01
     816     100000    5.870e-01   -1.673e+00    7.000e-01   -1.900e+00   1   0         10   45   05    9.583e-01
     816     100000    2.194e-01   -4.437e-01    6.000e-01    0.000e+00   0   1         10   45   22    9.583e-01
     817     100000    1.410e+00    1.283e+00    2.000e+00    1.500e+00   0   1         10   46   19    9.583e-01
     818     100000   -1.712e+00   -8.530e-01   -2.000e+00   -8.000e-01   1   0         10   46   29    9.583e-01
     818     100000    6.942e-01   -1.662e+00    7.000e-01   -1.900e+00   1   0         10   46   48    9.583e-01
     818     100000   -1.772e+00   -8.197e-01   -2.000e+00   -8.000e-01   1   0         10   46   57    9.583e-01
     818     100000    5.637e-01   -2.891e-01    6.000e-01    0.000e+00   1   0         10   47   17    9.583e-01
     818     100000    4.269e-01   -1.243e+00    5.000e-01   -1.500e+00   1   0         10   47   33    9.583e-01
     818     100000   -5.853e-01    2.599e-01   -5.000e-01    5.000e-01   1   0         10   47   44    9.583e-01
     818     100000    5.977e-01   -2.429e-01    6.000e-01    0.000e+00   1   0         10   48   05    9.583e-01
     818     100000   -1.676e+00    1.146e+00   -1.900e+00    1.100e+00   1   0         10   48   27    9.583e-01
     818     100000    2.775e-01   -4.362e-01    6.000e-01    0.000e+00   0   1         10   48   45    9.583e-01
     819     100000   -9.728e-02    1.328e+00   -1.000e-01    1.600e+00   1   0         10   49   06    9.583e-01
     819     100000    4.522e-01   -1.249e+00    5.000e-01   -1.500e+00   1   0         10   49   21    9.583e-01
     819     100000    1.654e-02    1.321e+00    2.000e-01    1.500e+00   1   0         10   49   41    9.583e-01
     819     100000    8.232e-01    1.436e-01    6.000e-01    0.000e+00   1   0         10   50   12    9.583e-01
     819     100000    2.956e-01    1.664e+00    5.000e-01    1.800e+00   1   0         10   50   38    9.583e-01
     819     100000    1.511e+00   -1.782e+00    1.800e+00   -1.800e+00   1   0         10   51   02    9.583e-01
     819     100000   -1.767e+00   -9.313e-01   -2.000e+00   -8.000e-01   1   0         10   51   11    9.583e-01
     819     100000   -8.813e-01    7.513e-01   -1.000e+00    1.000e+00   1   0         10   51   27    9.583e-01
     820     100000    2.994e-01    1.603e+00    5.000e-01    1.800e+00   1   0         10   51   57    9.583e-01
     820     100000   -1.002e+00   -1.754e+00   -1.000e+00   -2.000e+00   1   0         10   52   06    9.583e-01
     820     100000   -2.601e-01   -9.341e-01    0.000e+00   -1.000e+00   1   0         10   52   17    9.583e-01
     820     100000    1.456e+00    1.302e+00    2.000e+00    1.500e+00   0   1         10   52   50    9.583e-01
     821     100000   -8.848e-01    7.724e-01   -1.000e+00    1.000e+00   1   0         10   53   06    9.583e-01
     821     100000    1.019e+00   -3.998e-01    1.900e+00   -5.000e-01   0   1         10   53   29    9.583e-01
     822     100000   -9.807e-01   -1.754e+00   -1.000e+00   -2.000e+00   1   0         10   53   39    9.583e-01
     822     100000    1.846e+00    1.307e+00    2.000e+00    1.500e+00   1   0         10   54   13    9.583e-01
     822     100000    3.866e-01   -1.262e+00    5.000e-01   -1.500e+00   1   0         10   54   28    9.583e-01
     822     100000    1.017e+00   -3.867e-01    1.900e+00   -5.000e-01   0   1         10   54   51    9.583e-01
     823     100000   -1.657e+00    1.111e+00   -1.900e+00    1.100e+00   1   0         10   55   13    9.583e-01
     823     100000    1.242e+00    1.322e+00    2.000e+00    1.500e+00   0   1         10   55   45    9.583e-01
     824     100000    1.294e+00    2.641e-01    1.900e+00   -5.000e-01   0   1         10   56   14    9.583e-01
